(おくる)	送る	"to send"	9
(まつ)	待つ	"to wait"	9
(めいぶつ)	名物	"local specialty, famous product, specialty, famous goods"	9
(きゃくしつ)	客室	"guest room"	9
(けんぶつ)	見物	"sightseeing, sightseer, watching, watcher, viewing, viewer"	9
(ほんもの)	本物	"the real thing, real deal, the real deal, real thing, genuine article, the genuine article"	9
(たいかい)	大会	"convention, tournament, meetup, event"	5
(ハートがた, はーとがた)	ハート形	"heart shaped"	9
(あおぞら)	青空	"blue sky"	7
(またせる)	待たせる	"to make someone wait, to keep someone waiting, to make wait, to keep waiting"	9
(まちあい)	待合	"waiting room, meeting place"	11
(ちゅうきゅう)	中級	"intermediate level, intermediate rank, intermediate grade"	11
(なに, なん)	何	"what"	5
(せいねん)	青年	"youth, young man"	5
(はしる)	走る	"to run"	5
(じょうきゅう)	上級	"advanced level, high grade, advanced grade, high level"	11
(にっこう)	日光	"sunlight"	5
(こうねん)	光年	"light year"	5
(うむ)	生む	"to give birth, to produce"	3
(なみ)	波	"wave"	11
(へた)	下手	"unskillful, unskilled, bad at, not good at, not skilled"	2
(いつか)	五日	"fifth day, day five, five days"	2
(たまねぎ)	玉ねぎ	"onion, round onion"	2
(しつれい)	失礼	"rude, rudeness, impoliteness"	7
(しかえし)	仕返し	"get even, retaliation, get back at, revenge, get revenge"	11
(みかえす)	見返す	"to look back at, to triumph over"	15
(みかえる)	見返る	"to look back at, to look back on"	13
(みかた)	見方	"way of seeing, point of view, perspective, viewpoint"	4
(みわける)	見分ける	"to distinguish, to tell apart, to differentiate"	4
(みせる)	見せる	"to show"	4
(ぜんぶ)	全部	"all, entire, whole"	9
(けん)	〜県	"prefecture"	9
(ぶぶん)	部分	"portion, section, part"	9
(たけのこ)	竹の子	"bamboo shoots, bamboo sprouts"	4
(へや)	部屋	"room"	9
(うまれる)	生まれる	"to be born"	3
(うけつけ)	受付	"receptionist, reception"	11
(へんじ)	返事	"reply, response"	9
(ようじ)	用事	"errand, business"	9
(かじ)	火事	"fire"	9
(ようてん)	要点	"main point, gist, main idea, essence"	9
(まいど)	毎度	"each time, frequently, every time"	9
(ちょうど)	丁度	"exactly, just"	9
(なんど)	何度	"how many times, how often, what temperature"	9
(ちょうどいい)	丁度いい	"just right, exactly right"	11
(ど)	〜度	"degrees"	9
(かくど)	角度	"angle"	9
(おもて)	表	"front, surface, exterior, face, outside, appearance"	9
(あらわす)	表す	"to express"	9
(かな)	仮名	"kana"	9
(かてい)	仮定	"assumption, hypothesis"	9
(はっけん)	発見	"discovery"	9
(はっぴょう)	発表	"announcement, presentation"	9
(はつおん)	発音	"pronunciation"	9
(はつばいちゅう)	発売中	"now on sale, now for sale, currently on sale"	11
(きもち)	気持ち	"feeling"	9
(にじゅう)	二重	"double, dual"	9
(はなび)	花火	"fireworks"	4
(おもに)	主に	"mainly, primarily"	4
(したく)	支度	"preparation, arrangements, getting ready"	11
(あらかじめ)	予め	"beforehand, in advance, previously, ahead of time"	11
(たいじゅう)	体重	"body weight"	9
(つかいかた)	使い方	"how to use, way of using"	11
(にゅうがく)	入学	"school admission, entry into school, admission into school, school entry, entering a school"	5
(きょう)	今日	"today"	3
(きょうどう)	共同	"cooperation, collaboration, joint"	11
(み)	身	"body, oneself"	8
(おとこのこ)	男の子	"boy"	5
(じじつ)	事実	"truth, fact, reality"	9
(まにあう)	間に合う	"to be in time for, to make it on time, to be on time for"	10
(しゅじん)	主人	"head of household, husband, head of a household, head of the household, landlord, master"	4
(うける)	受ける	"to receive, to accept, to catch"	9
(おんな)	女	"woman, female"	1
(かじ)	家事	"housework, chores"	9
(ぜんりょく)	全力	"full effort, every effort, best effort, full power"	6
(しごと)	仕事	"job, work, occupation"	11
(きんぎょ)	金魚	"goldfish"	7
(やま)	山	"mountain"	1
(はち)	八	"eight"	1
(ななつ)	七つ	"seven things"	1
(てんし)	天使	"angel"	9
(わふく)	和服	"japanese style clothes, japanese clothing, japanese style clothing, japanese clothes"	9
(なな, しち)	七	"seven"	1
(あたらしい)	新しい	"new"	9
(ふたつ)	二つ	"two things"	1
(あめりかじん, アメリカじん)	アメリカ人	"american, american person"	1
(ふたり)	二人	"two people, pair, couple, two persons"	1
(ふらんすじん, フランスじん)	フランス人	"frenchman, french person"	1
(ひとり)	一人	"alone, one person"	1
(ください)	下さい	"please give me, please"	1
(ふじさん)	ふじ山	"mt fuji, mount fuji, mt. fuji"	1
(じゅう)	十	"ten"	1
(あがる)	上がる	"to rise, to go up, to be raised"	1
(かわ)	川	"river"	1
(みっつ)	三つ	"three things"	1
(よんひゃく)	四百	"four hundred"	4
(ふとじ)	太字	"bold letter, bold, bold character, bold text, boldface"	4
(たぶん)	多分	"maybe, perhaps, probably"	5
(じつりょく)	実力	"true strength, true ability, true power"	9
(しんとう)	神道	"shinto, shintou"	11
(きをつけて)	気を付けて	"be careful, take care"	9
(なおる)	直る	"to be fixed, to fix"	6
(こくおう)	国王	"king, monarch, sovereign"	6
(しりあい)	知り合い	"acquaintance"	10
(ひつよう)	必要	"necessary, needed, essential"	9
(ほうげん)	方言	"dialect"	6
(ほんしゅう)	本州	"honshuu, honshu"	6
(たべもの)	食べ物	"food"	9
(みけつ)	未決	"pending, unsettled, undecided, not yet decided"	8
(ふとい)	太い	"fat, thick"	3
(たのしい)	楽しい	"fun"	8
(おんがく)	音楽	"music"	8
(らく)	楽	"comfort, ease, pleasure"	8
(たのしみ)	楽しみ	"looking forward to, hope, expectation, anticipation, pleasure, enjoyment"	10
(たのしむ)	楽しむ	"to enjoy, to enjoy oneself, to have fun"	10
(よっか)	四日	"fourth day, day four, four days"	2
(きた)	北	"north"	3
(あさごはん)	朝ごはん	"breakfast"	8
(あさ)	朝	"morning"	8
(あさひ)	朝日	"morning sun, rising sun"	8
(まいあさ)	毎朝	"every morning"	8
(くみ)	組	"group, team, class"	7
(しょうぶ)	勝負	"match, showdown, contest"	9
(ひっしょう)	必勝	"sure victory, certain victory, sure win, sure victory, certain win"	9
(らくしょう)	楽勝	"easy victory, easy win"	9
(かつ)	勝つ	"to win"	9
(せいぶつ)	生物	"living things, creatures, bio"	9
(こんにちは)	今日は	"hello, good day"	3
(あらた)	新た	"new, fresh, novel, newly, freshly"	11
(ものがたり)	物語	"tale, story, legend"	10
(しゅご)	主語	"subject"	10
(きょく)	局	"bureau, department, station"	8
(じゅうよう)	重要	"essential, important, necessary"	9
(きょうちょう)	強調	"emphasis, highlight, stress"	10
(かりに)	仮に	"temporarily, supposing, for argument's sake"	9
(こころもち)	心持ち	"feeling, mood, somewhat, slightly"	11
(みおくる)	見送る	"to see off"	11
(しんぱい)	心配	"a worry, concern, anxiety, worry"	10
(さっそく)	早速	"at once, immediately, without delay, right away, right now"	10
(ぶん)	文	"writing, sentence"	2
(のむ)	飲む	"to drink"	10
(はしりまわる)	走り回る	"to run around"	8
(くち)	口	"mouth"	1
(ここのつ)	九つ	"nine things"	1
(たいせつ)	大切	"important, precious, valuable"	3
(さん)	三	"three"	1
(すこし)	少し	"a little, a few, few"	3
(もと)	元	"origin"	3
(いっせん)	一千	"one thousand"	2
(がくいん)	学院	"academy, institute"	10
(だいがくいんせい)	大学院生	"graduate student, grad student"	12
(おこる)	起こる	"to occur, to happen, to take place"	12
(もつ)	持つ	"to hold, to carry, to own, to keep"	9
(ひきわけ)	引き分け	"tie, draw"	4
(ちから)	力	"power, strength"	1
(おわる)	終わる	"to end, to finish"	10
(ころぶ)	転ぶ	"to fall over, to fall down"	12
(かいてんずし)	回転ずし	"rotating sushi, conveyor belt sushi, revolving sushi, sushi train, sushi go round"	14
(かいてん)	回転	"rotation, revolution, revolve, rotate"	10
(こんや)	今夜	"tonight, this evening"	6
(いがく)	医学	"medical science, medicine"	8
(じつ)	実	"truth, reality"	9
(しんぶん)	新聞	"newspaper"	10
(うんがいい)	運がいい	"lucky"	10
(うんてんする)	運転する	"to drive"	10
(さいしゅう)	最終	"last, final, the last, the final"	10
(さいきん)	最近	"recent, latest, lately, recently"	10
(もっとも)	最も	"the most, most, extremely"	10
(ふらんすご, フランスご)	フランス語	"french language, french"	10
(にほんご)	日本語	"japanese language, japanese"	10
(よこ)	横	"side, beside, next to"	10
(あげる)	上げる	"to raise, to raise something"	1
(がいらいご)	外来語	"foreign word, borrowed word, loanword"	10
(おきる)	起きる	"to wake up"	10
(さいこう)	最高	"the best, best, supreme, the most, most"	10
(てんそう)	転送	"transfer, forwarding, transmission"	10
(はなし)	話	"story, talk, speech"	10
(かねもち)	金持ち	"rich person, rich, wealthy"	9
(いのち)	命	"life"	11
(きく)	聞く	"to hear, to ask, to listen"	10
(さいご)	最後	"last, the last, end, conclusion, final"	10
(ぶしつ)	部室	"clubroom"	9
(かんがえる)	考える	"to think about, to consider, to give thought"	5
(すえ)	末	"the end, end"	7
(きょく)	曲	"tune, piece of music, song, melody"	6
(はえる)	生える	"to grow, to spring up, to sprout, to come out"	5
(しゅう)	州	"state, province, county"	6
(さゆう)	左右	"left and right, both ways, influence, control"	3
(かい)	会	"meeting, assembly, party"	5
(きゅう, く)	九	"nine"	1
(がいこく)	外国	"foreign country"	6
(きんせい)	金星	"venus"	6
(なんにん)	何人	"how many people"	5
(ひとつ)	一つ	"one thing"	1
(なかなおり)	仲直り	"reconciliation, make peace with"	11
(きょうそう)	競争	"competition"	11
(かたる)	語る	"to talk, to tell, to recite"	10
(はじめる)	始める	"to begin, to start, to begin something, to start something"	9
(ちょうみん)	町民	"townspeople"	7
(にばん)	二番	"number two, second"	8
(ぶ)	〜部	"department, club, category"	9
(くるしむ)	苦しむ	"to suffer, to struggle"	11
(あう)	会う	"to meet, to encounter"	5
(うま)	馬	"horse"	8
(まつり)	祭	"festival"	12
(げんご)	言語	"language, a language"	10
(いと)	糸	"thread"	4
(きょねん)	去年	"last year"	4
(めだま)	目玉	"eyeball"	2
(ろくがつ)	六月	"june"	2
(たいき)	大気	"atmosphere"	4
(ちょうめ)	〜丁目	"district of a town, city block, town district, district"	7
(かたち)	形	"shape, appearance, form"	7
(いる)	要る	"to need"	9
(ねんない)	年内	"within a year, within the year"	4
(ころがる)	転がる	"to roll, to tumble, to lie down, to be scattered about"	10
(いつつ)	五つ	"five things"	2
(りょうほう)	両方	"both, both sides, both ways"	6
(うまれ)	生まれ	"birthplace, birth"	5
(とまる)	止まる	"to stop"	3
(いきる)	生きる	"to live, to be alive, to exist"	3
(さんびゃく)	三百	"three hundred"	6
(ひゃく)	百	"hundred, one hundred"	4
(おとこのひと)	男の人	"man"	5
(もうす)	申す	"to say humbly, to say, to humbly say"	4
(はやく)	早く	"early, soon, quickly, fast"	6
(はやくち, はやぐち)	早口	"fast talker, fast talking, fast speaker, fast speaking, quick talker"	6
(そうそう, はやばや)	早々	"as soon as, just after, immediately after"	4
(せんせい)	先生	"teacher, master, doctor"	4
(つかう)	使う	"to use"	9
(こと)	事	"thing, matter, action"	9
(かち)	勝ち	"victory, win, a victory, a win"	11
(ばりき)	馬力	"horsepower"	8
(てん)	天	"heaven"	2
(はこぶ)	運ぶ	"to carry, to transport, to move"	10
(はじめに)	始めに	"in the beginning, to begin with, to start with"	9
(さくぶん)	作文	"composition, writing, essay"	5
(こうし)	子牛	"calf, baby cow"	4
(ごだい)	五台	"five machines"	3
(にひゃく)	二百	"two hundred"	4
(しゅうてん)	終点	"last stop, final stop"	10
(てんごく)	天国	"kingdom of heaven, heaven"	6
(こうかい)	公開	"open to the public"	10
(な)	名	"name, reputation"	4
(あける)	開ける	"to open, to open something"	10
(あく)	開く	"to open, to be open"	12
(もうしもうし, もしもし)	申し申し	"telephone hello, hello, hello on telephone"	4
(はは)	母	"mother"	3
(あおい)	青い	"blue, unripe"	5
(なんがつ)	何月	"what month, which month"	5
(いいかた)	言い方	"way of saying, way of talking, speaking style"	7
(ひさしぶり)	久しぶり	"long time no see, it's been a while"	3
(いろいろ)	色々	"various"	5
(けい)	〜形	"form, tense"	5
(あてじ)	当て字	"phonetic kanji"	10
(あてる)	当てる	"to guess, to guess something, to hit, to apply"	8
(かい)	貝	"shell, shellfish, clam"	4
(おとうさん)	お父さん	"father, dad, papa"	3
(おとこ)	男	"man"	4
(つくる)	作る	"to make, to build, to create"	5
(けんきゅうしょ, けんきゅうじょ)	研究所	"research institute, research laboratory, research establishment, research lab, research facility"	10
(まる)	丸	"circle, round, circular"	2
(みえる)	見える	"can see, visible, to be visible, to be able to see, able to see"	4
(いちがつ)	一月	"january"	2
(ちゅうい)	注意	"caution, attention"	11
(びょうき)	病気	"sick, illness, sickness, disease"	10
(やむ)	病む	"to be sick, to fall ill, to be ill, to come down with, to suffer from"	10
(だいがくいん)	大学院	"graduate school, grad school"	10
(かんじ)	漢字	"kanji, chinese letters, chinese characters"	10
(せかい)	世界	"the world, society, the universe"	9
(すぺいんご, スペインご)	スペイン語	"spanish language, spanish"	10
(かお)	顔	"face"	10
(かおつき)	顔付き	"expression, facial expression"	10
(おや)	親	"parent"	10
(したしい)	親しい	"intimate, friendly, close"	10
(しんせつ)	親切	"kind, kindness"	10
(のうじょう)	農場	"farm"	10
(かるい)	軽い	"lightweight, light, light weight"	10
(しゅうちゅう)	集中	"concentration"	10
(いちにち, ついたち)	一日	"one day, day one, first day"	2
(しょうねん)	少年	"young boy, juvenile, youth, boy"	4
(とし)	年	"year"	4
(うつ)	打つ	"to hit, to pound, to type"	4
(にせい)	二世	"second generation"	4
(びょういん)	病院	"hospital"	10
(のうぎょう)	農業	"agriculture"	10
(かいぎょう)	開業	"opening a business, opening of business, starting a business"	10
(は)	葉	"leaf, leaves"	10
(ちば)	千葉	"chiba"	10
(ことば)	言葉	"word, language, manner of speech"	12
(ことばつき)	言葉つき	"speech, expression, wording, language, diction"	14
(せん)	線	"line"	10
(きょくせん)	曲線	"curve, curved line"	10
(あたり)	当たり	"a success, success, hit, guess"	5
(ならう)	習う	"to learn"	10
(ふそく)	不足	"shortage, physical shortage, insufficient, not sufficient, not enough"	4
(にほんしゅ, にっぽんしゅ)	日本酒	"japanese style alcohol, japanese alcohol, sake"	10
(でんてつ)	電鉄	"electric railway"	10
(ちかてつ)	地下鉄	"subway, the underground, the metro, the tube"	10
(おさけ)	お酒	"sake, alcohol"	10
(しんか)	進化	"evolution, progress"	10
(びょうにん)	病人	"sick person, patient"	10
(けつぞく)	血族	"blood relative"	12
(ろじ)	路地	"alley, path, dirt road"	10
(たいした)	大した	"considerable, great, important, big deal"	1
(おおきく)	大きく	"in a big way, on a grand scale"	7
(おおいに)	大いに	"very, much, greatly, a lot of, very much"	2
(もくようび)	木曜日	"thursday"	18
(にちようび)	日曜日	"sunday"	18
(しゅざい)	取材	"covering an event, collecting data, data collection"	18
(すいようび)	水曜日	"wednesday"	18
(とりだす)	取り出す	"to pick out, to take out"	18
(とれる)	取れる	"to come off, to be removed, to fall off"	18
(したがき)	下書き	"rough draft"	18
(かきいれる)	書き入れる	"to write in, to fill in"	18
(かきかた)	書き方	"penmanship, way of writing, manner of writing"	18
(らくがき)	落書き	"graffiti, scribble, sketch"	18
(かようび)	火曜日	"tuesday"	18
(きんようび)	金曜日	"friday"	18
(さかえる)	栄える	"to flourish, to prosper"	17
(こうえい)	光栄	"honor, privilege, honour"	17
(えいこう)	栄光	"glory"	17
(むらびと)	村人	"villager"	4
(のりもの)	乗り物	"vehicle"	9
(いろ)	色	"color, colour"	5
(こころ)	心	"heart"	3
(せんじつ)	先日	"the other day, a few days ago, other day"	4
(おとなしい)	大人しい	"obedient, docile, quiet"	3
(けいと)	毛糸	"wool yarn, yarn"	5
(よ)	世	"world, society, age, generation"	4
(おしえ)	教え	"teaching, instruction, teachings, lesson, doctrine"	9
(わかる)	分かる	"to understand"	3
(ふじゆう)	不自由	"discomfort, inconvenience, disability, impairment, poverty, destitution"	9
(けさ)	今朝	"this morning"	10
(なく)	鳴く	"to chirp, to bark, to make an animal sound"	10
(びょう)	秒	"second"	11
(たちのみ)	立ち飲み	"stand and drink, drink while standing, drinking while standing"	10
(ひだり)	左	"left direction, left"	2
(はなみ)	花見	"viewing cherry blossoms, sakura viewing, cherry blossom viewing"	4
(ゆうじん)	友人	"friend"	3
(よのなか)	世の中	"society, the world"	6
(にゅういん)	入院	"hospitalization, hospitalisation, hospital admission, admission to a hospital, institutionalized"	10
(こんど)	今度	"this time, next time"	9
(ちちゅう)	地中	"underground, subterranean"	6
(じてんしゃ)	自転車	"bicycle, bike, pushbike"	10
(そだつ)	育つ	"to be raised"	11
(なま)	生	"fresh, raw"	3
(でかける)	出かける	"to go out, to leave"	4
(ちゅうおう)	中央	"center, central, centre"	4
(まわす)	回す	"to turn, to rotate, to turn something, to rotate something, to spin"	8
(きにいる)	気に入る	"to be pleased with, to be satisfied with, to be happy with, to be pleased, to be satisfied, to be happy"	4
(たいりょく)	体力	"physical strength, physical power"	5
(くうしゃ)	空車	"open taxi, free taxi, empty parking space, open cab, free cab, available taxi, vacant taxi, available cab, vacant cab"	5
(おおぞら)	大空	"heavens, firmament, sky, skies"	7
(うりて)	売り手	"seller, vendor"	5
(うりあげ)	売り上げ	"amount sold, sales"	5
(できあがる)	出来上がる	"to be finished, to be completed"	8
(がいらい)	外来	"imported, outpatient, foreign"	5
(まわる)	回る	"to revolve, to go around, to rotate"	5
(まじわる)	交わる	"to intersect, to cross, to mingle"	8
(まじる)	交じる	"to be mixed, to be blended with, to join"	8
(がいこう)	外交	"diplomacy"	5
(ふべん)	不便	"inconvenient, not convenient"	11
(そら)	空	"sky"	5
(くろう)	苦労	"hardship, troubles"	11
(たに)	谷	"valley"	5
(ほんしゃ)	本社	"headquarters, hq, head office, company headquarters"	5
(くる)	来る	"to come"	5
(まぜる)	交ぜる	"to mix, to mix something"	5
(てつじん)	鉄人	"strong man, badass, iron man, macho man, tough guy"	10
(あかるい)	明るい	"bright"	6
(せんたい)	船体	"hull, ship hull"	7
(てんき)	天気	"weather"	4
(け)	毛	"fur, hair"	3
(しょかい)	初回	"the first time, first time"	11
(じょしゅ)	助手	"assistant, helper, aide"	8
(せいこう)	成功	"success"	11
(けってい)	決定	"decision, determination"	9
(しゅうきん)	集金	"collecting money, money collection"	10
(じょうず)	上手	"good at, skillful, skilled at, skilled"	2
(いちだ)	一打	"strike, stroke, blow"	4
(かいほうする)	開放する	"to open up, to throw open, to open to the public"	11
(はなす)	放す	"to release, to let go, to release something, to let go of something"	11
(ほうそうする)	放送する	"to broadcast"	11
(はなれる)	放れる	"to be released"	13
(うん)	運	"luck"	12
(ははおや)	母親	"mother"	12
(おやぶん)	親分	"boss, kingpin, chief, head"	12
(ちちおや)	父親	"father"	12
(しんぱいする)	心配する	"to worry, to be concerned, to be anxious"	12
(うんてんしゅ)	運転手	"driver"	12
(おち)	落ち	"conclusion, final result, the end, punch line, slip, omission, outcome"	12
(てつだう)	手伝う	"to help, to assist, to lend a hand, to give a hand"	13
(つて)	伝	"intermediary, connections, go between"	15
(こうぎょう)	工業	"industry"	10
(きめる)	決める	"to decide"	8
(だいたい)	大体	"general, approximate, outline, gist"	5
(しゃない)	社内	"within the company, in house, inside the company, inside a company, in the company, within a company"	5
(ほんとうに)	本当に	"really, truly"	7
(いけ)	池	"pond"	5
(していする)	指定する	"to appoint, to assign, to designate, to specify"	11
(こゆび)	小指	"little finger, pinky finger, pinky"	11
(さす)	指す	"to point, to point at"	11
(い)	〜位	"rank"	11
(めいれい)	命令	"order, command"	11
(ひだりきき)	左利き	"left handed"	13
(べんり)	便利	"convenient, handy, useful"	11
(みぎきき)	右利き	"right handed"	13
(むかしばなし)	昔話	"folk tale, legend, old story, folklore"	11
(およぐ)	泳ぐ	"to swim"	9
(ろうじん)	老人	"old person, elderly person"	11
(だす)	出す	"to remove, to hand over, to take out, to reveal"	2
(おおもじ)	大文字	"capital letters, uppercase letters, capital letter, uppercase letter, uppercase, capital"	6
(しゃりょう)	車両	"railroad car, vehicle, train car, railway carriage, railcar"	6
(すべて)	全て	"all, entire"	6
(おやゆび)	親指	"thumb"	11
(つたえる)	伝える	"to transmit, to tell, to pass down, to pass along"	11
(としうえ)	年上	"older"	6
(きゅうしゅう)	九州	"kyuushuu, kyushu"	6
(さけのみ)	酒飲み	"alcoholic, boozer, drunkard"	12
(ず)	図	"diagram"	5
(まち)	町	"town"	4
(あつまる)	集まる	"to come together, to gather, to be gathered"	12
(めいじん)	名人	"master, expert"	4
(いったい)	一体	"the heck, in the world, on earth"	7
(うえ)	上	"up, above, over"	1
(おねえさん)	お姉さん	"older sister, big sister, elder sister"	6
(おと)	音	"sound, noise"	5
(たいりつ)	対立	"confrontation, opposition"	8
(ねんらい)	〜年来	"for some years, for years"	5
(しろい)	白い	"white"	4
(きゅうがく)	休学	"absent from school, absence from school, school absence, leave of absence"	5
(かみ)	紙	"paper"	7
(ほんらい)	本来	"originally, primarily, essentially, naturally"	5
(きんねん)	近年	"recent years"	5
(さと)	里	"home village, village, one's parents' home, home town, hometown"	5
(はやい)	早い	"early, fast, quick"	4
(ひくい)	低い	"low, short"	11
(いま)	今	"now"	3
(かきごおり)	かき氷	"shaved ice"	4
(ひ)	火	"fire"	2
(ひ)	日	"sun, day"	2
(ほどう)	歩道	"sidewalk, footpath, pavement"	8
(ちかみち)	近道	"shortcut, short way"	10
(みち)	道	"road, street, path, way"	8
(どう)	〜道	"method of, way, style, way of"	8
(ほっかいどう)	北海道	"hokkaido, hokkaidou"	8
(ひと)	人	"person"	1
(しこく)	四国	"shikoku"	6
(つよい)	強い	"strong"	7
(いえ, うち)	家	"home, house"	7
(ぶん, ふん)	分	"minute, part"	3
(きみ)	君	"you, buddy"	8
(くん)	〜君	"boy name ender, male name ender, boy name suffix, male name suffix"	8
(くんしゅこく)	君主国	"monarchy"	8
(とり)	鳥	"bird"	7
(つくりかた)	作り方	"how to make, way to make, way of making"	7
(めいきょく)	名曲	"famous music, famous song, famous tune, masterpiece"	6
(たいさく)	大作	"an epic, epic, epic saga, masterpiece, masterwork, magnum opus"	5
(よる)	夜	"night, evening"	6
(べつの)	別の	"separate, different, another, separate thing, different thing, another thing"	11
(べつ)	別	"different, separate"	11
(べつじん)	別人	"different person, changed person, changed man"	11
(べつべつ)	別々	"separately, individually"	11
(べつに)	別に	"not particularly, separately, not really, not exactly, not especially"	11
(ひゃくまん)	百万	"million, one million, a million"	4
(したまち)	下町	"downtown, backstreets"	5
(ぶんがく)	文学	"literature"	5
(だいがくせい)	大学生	"university student, college student, uni student"	7
(こうがく)	工学	"engineering"	5
(きん, かね)	金	"gold"	5
(ふせい)	不正	"injustice, unfairness, dishonesty"	4
(がくせい)	学生	"student"	5
(はたらく)	働く	"to work, to labor, to labour"	11
(おいしい)	美味しい	"tasty, good tasting, delicious"	15
(あじ)	味	"taste, flavor, flavour"	11
(さいしょ)	最初	"the first, first, beginning, outset"	11
(はじめに)	初めに	"beginning, in the beginning, first of all, to begin with"	13
(しょほ)	初歩	"basics, rudiments, elements, abcs"	11
(かぐ)	家具	"furniture"	9
(ようしょく)	洋食	"western food, western style food"	11
(ようふく)	洋服	"clothes, western clothing, western style clothes"	11
(たいへいよう)	太平洋	"pacific ocean"	11
(ようふう)	洋風	"western style"	11
(そそぐ, つぐ)	注ぐ	"to pour"	11
(だいすき)	大好き	"really like, to really like, love, to love, like a lot, to like a lot, like very much, to like very much"	13
(すき)	好き	"like, fondness, love, to like"	11
(はんぶん)	半分	"half"	3
(りょうじつ)	両日	"both days"	6
(おおい)	多い	"many, much, lots of"	5
(した)	下	"down, below, under, beneath"	1
(らいねん)	来年	"next year"	5
(りょうて)	両手	"both hands"	6
(おかあさん)	お母さん	"mother, mom, mum"	3
(ほくせい)	北西	"northwest"	5
(おかね)	お金	"money"	5
(に)	二	"two"	1
(ろうどうしゃ)	労働者	"laborer, blue collar worker, manual laborer, labourer, manual labourer"	11
(なかよし)	仲良し	"good friend, intimate friend, close friend"	11
(よい, いい)	良い	"good"	11
(ゆうこう)	友好	"friendship"	11
(きく)	利く	"to be effective, to show effect"	11
(こうきゅう)	高級	"high class, high grade, high level"	11
(かえる)	返る	"to be returned, to return, to come back"	11
(だいがく)	大学	"university, college"	5
(おもわず)	思わず	"unintentionally, reflexively, spontaneously, involuntarily, instinctively"	10
(たたかう)	戦う	"to fight, to battle, to combat"	13
(むかし)	昔	"long ago, long time ago"	11
(さくせん)	作戦	"tactics, strategy"	11
(なかよく)	仲良く	"friendly, good terms"	11
(さぎょう)	作業	"work, operation, manufacturing"	10
(すすむ)	進む	"to advance, to go forward, to progress"	10
(かい)	〜回	"times, number of times, time"	5
(ごう)	号	"number, edition, model"	4
(からだ)	体	"body"	5
(いちもんじ)	一文字	"straight line"	4
(いう)	言う	"to say"	5
(なんねん)	何年	"what year, how many years"	5
(とうほく)	東北	"northeast, tohoku, tohoku region, touhoku region, touhoku"	6
(こうさく)	工作	"construction, handicraft"	5
(とうきょう)	東京	"tokyo, toukyou"	6
(ごうしつ)	〜号室	"room number counter, counter for room numbers, suffix for room numbers, room number"	7
(ゆうめい)	有名	"famous"	6
(せんしゃ)	戦車	"tank"	11
(きそう)	競う	"to compete"	11
(にゅうりょく)	入力	"input, enter"	2
(いりぐち)	入り口	"entrance"	1
(いれる)	入れる	"to insert, to put in"	1
(さいてい)	最低	"the lowest, the worst, lowest, worst, nasty, terrible"	11
(まちぼうけ)	待ちぼうけ	"stood up, waiting in vain"	11
(いちい)	一位	"first place, first ranked"	11
(なる)	鳴る	"to ring"	12
(ちきゅう)	地球	"the earth, the globe, earth"	12
(むしば)	虫歯	"cavity, decayed tooth"	12
(ひがし)	東	"east"	6
(とくに)	特に	"especially, particularly"	11
(あたりまえ)	当たり前	"natural, reasonable, obvious, usual, common, ordinary"	8
(ばい)	〜倍	"times, fold"	12
(こうどう)	行動	"action, conduct, behaviour, behavior"	12
(おもい)	重い	"heavy"	9
(あたま)	頭	"head"	10
(にばい)	二倍	"double, two times, twice"	12
(しょうかふりょう)	消化不良	"indigestion"	14
(けす)	消す	"to extinguish, to erase, to turn off"	12
(けしごむ, けしゴム)	消しゴム	"eraser, rubber"	14
(しょうか)	消化	"digestion"	12
(のうみん)	農民	"peasants, farmers"	10
(にがつ)	二月	"february"	2
(いっかい)	一回	"one time, once"	5
(いずみ)	泉	"spring, fountain"	12
(きる)	着る	"to wear, to put on"	12
(したぎ)	下着	"underwear"	12
(つける)	着ける	"to put on, to wear, to pull up"	14
(おちつく)	落ち着く	"to calm down"	14
(みずぎ)	水着	"swim suit, swimsuit, bathing suit, swimwear, swimming suit"	12
(きもの)	着物	"kimono, clothes"	12
(しょうばい)	商売	"business, commerce"	12
(まなぶ)	学ぶ	"to learn, to study in depth, to study"	5
(おおごえ)	大声	"large voice, loud voice, big voice"	5
(ふね)	船	"boat, ship"	7
(よんせん)	四千	"four thousand"	2
(しゅうまつ)	週末	"weekend"	7
(じゅうにん)	住人	"resident, inhabitant, dweller"	8
(じゅうみん)	住民	"residents, citizens"	9
(りゆう)	理由	"reason"	7
(かいしゃ)	会社	"company, corporation, the office"	5
(じゆう)	自由	"freedom"	7
(しぐさ)	仕草	"action, acting, gesture, bearing, treatment, behavior, behaviour, movement"	5
(いっかい)	一階	"first floor, floor one, first story, ground floor"	12
(かぞく)	家族	"family, immediate family"	12
(みんぞく)	民族	"ethnic group, ethnicity, race"	12
(さきまわり)	先回り	"anticipation, anticipate, going ahead, arriving ahead"	7
(さげる)	下げる	"to lower, to hang, to lower something, to hang something"	1
(じゅうまん)	十万	"one hundred thousand, hundred thousand, a hundred thousand"	3
(さがる)	下がる	"to get lower, to fall, to drop, to come down, to hang down"	1
(ふうせん)	風船	"balloon"	7
(きじ)	記事	"article, news story, report, account, news article"	9
(らいしゅう)	来週	"next week"	7
(こえ)	声	"voice"	5
(としした)	年下	"younger"	6
(ふかさ)	深さ	"depth, profundity"	14
